Period from,Period to,Agile Import price (p/kWh),Agile Export price (p/kWh)
11/06/2024 16:30,11/06/2024 17:00,31.65,14.64
11/06/2024 17:00,11/06/2024 17:30,31.50,14.57
11/06/2024 17:30,11/06/2024 18:00,32.70,15.11
11/06/2024 18:00,11/06/2024 18:30,33.39,15.42
11/06/2024 18:30,11/06/2024 19:00,33.60,15.51
11/06/2024 19:00,11/06/2024 19:30,21.71,10.50
11/06/2024 19:30,11/06/2024 20:00,21.27,10.30
11/06/2024 20:00,11/06/2024 20:30,21.99,10.62
11/06/2024 20:30,11/06/2024 21:00,21.71,10.50
11/06/2024 21:00,11/06/2024 21:30,22.05,10.65
11/06/2024 21:30,11/06/2024 22:00,19.57,9.54
11/06/2024 22:00,11/06/2024 22:30,19.43,9.48
11/06/2024 22:30,11/06/2024 23:00,15.75,7.83
11/06/2024 23:00,11/06/2024 23:30,16.80,8.30
11/06/2024 23:30,12/06/2024 00:00,17.11,8.44
12/06/2024 00:00,12/06/2024 00:30,15.60,7.76
12/06/2024 00:30,12/06/2024 01:00,14.93,7.46
12/06/2024 01:00,12/06/2024 01:30,14.97,7.48
12/06/2024 01:30,12/06/2024 02:00,14.95,7.47
12/06/2024 02:00,12/06/2024 02:30,14.91,7.45
12/06/2024 02:30,12/06/2024 03:00,14.85,7.43
12/06/2024 03:00,12/06/2024 03:30,14.62,7.32
12/06/2024 03:30,12/06/2024 04:00,14.51,7.28
12/06/2024 04:00,12/06/2024 04:30,15.75,7.83
12/06/2024 04:30,12/06/2024 05:00,15.37,7.66
12/06/2024 05:00,12/06/2024 05:30,20.12,9.79
12/06/2024 05:30,12/06/2024 06:00,20.54,9.97
12/06/2024 06:00,12/06/2024 06:30,19.74,9.62
12/06/2024 06:30,12/06/2024 07:00,18.48,9.05
12/06/2024 07:00,12/06/2024 07:30,17.20,8.48
12/06/2024 07:30,12/06/2024 08:00,19.74,9.62
12/06/2024 08:00,12/06/2024 08:30,17.85,8.77
12/06/2024 08:30,12/06/2024 09:00,17.95,8.82
12/06/2024 09:00,12/06/2024 09:30,18.40,9.01
12/06/2024 09:30,12/06/2024 10:00,18.12,8.89
12/06/2024 10:00,12/06/2024 10:30,18.12,8.89
12/06/2024 10:30,12/06/2024 11:00,18.04,8.85
12/06/2024 11:00,12/06/2024 11:30,19.49,9.50
12/06/2024 11:30,12/06/2024 12:00,18.98,9.28
12/06/2024 12:00,12/06/2024 12:30,19.82,9.65
12/06/2024 12:30,12/06/2024 13:00,19.32,9.43
12/06/2024 13:00,12/06/2024 13:30,19.80,9.64
12/06/2024 13:30,12/06/2024 14:00,17.64,8.68
12/06/2024 14:00,12/06/2024 14:30,16.84,8.32
12/06/2024 14:30,12/06/2024 15:00,17.01,8.39
12/06/2024 15:00,12/06/2024 15:30,16.14,8.00
12/06/2024 15:30,12/06/2024 16:00,18.12,8.89
12/06/2024 16:00,12/06/2024 16:30,31.33,14.49
12/06/2024 16:30,12/06/2024 17:00,33.60,15.51
12/06/2024 17:00,12/06/2024 17:30,31.84,14.72
12/06/2024 17:30,12/06/2024 18:00,33.14,15.30
12/06/2024 18:00,12/06/2024 18:30,35.70,16.45
12/06/2024 18:30,12/06/2024 19:00,35.70,16.45
12/06/2024 19:00,12/06/2024 19:30,25.20,12.06
12/06/2024 19:30,12/06/2024 20:00,24.89,11.92
12/06/2024 20:00,12/06/2024 20:30,24.15,11.59
12/06/2024 20:30,12/06/2024 21:00,23.44,11.27
12/06/2024 21:00,12/06/2024 21:30,23.14,11.14
12/06/2024 21:30,12/06/2024 22:00,21.19,10.26
12/06/2024 22:00,12/06/2024 22:30,19.30,9.42
12/06/2024 22:30,12/06/2024 23:00,17.43,8.58
12/06/2024 23:00,12/06/2024 23:30,17.85,8.77
12/06/2024 23:30,13/06/2024 00:00,18.90,9.24
13/06/2024 00:00,13/06/2024 00:30,16.70,8.25
13/06/2024 00:30,13/06/2024 01:00,16.09,7.98
13/06/2024 01:00,13/06/2024 01:30,16.04,7.96
13/06/2024 01:30,13/06/2024 02:00,15.96,7.92
13/06/2024 02:00,13/06/2024 02:30,15.75,7.83
13/06/2024 02:30,13/06/2024 03:00,15.20,7.59
13/06/2024 03:00,13/06/2024 03:30,15.31,7.63
13/06/2024 03:30,13/06/2024 04:00,14.28,7.17
13/06/2024 04:00,13/06/2024 04:30,16.07,7.97
13/06/2024 04:30,13/06/2024 05:00,15.54,7.74
13/06/2024 05:00,13/06/2024 05:30,14.76,7.39
13/06/2024 05:30,13/06/2024 06:00,15.60,7.76
13/06/2024 06:00,13/06/2024 06:30,18.90,9.24
13/06/2024 06:30,13/06/2024 07:00,20.50,9.95
13/06/2024 07:00,13/06/2024 07:30,18.73,9.16
13/06/2024 07:30,13/06/2024 08:00,20.58,9.99
13/06/2024 08:00,13/06/2024 08:30,19.47,9.49
13/06/2024 08:30,13/06/2024 09:00,18.94,9.26
13/06/2024 09:00,13/06/2024 09:30,19.36,9.45
13/06/2024 09:30,13/06/2024 10:00,18.90,9.24
13/06/2024 10:00,13/06/2024 10:30,17.64,8.68
13/06/2024 10:30,13/06/2024 11:00,17.01,8.39
13/06/2024 11:00,13/06/2024 11:30,17.68,8.69
13/06/2024 11:30,13/06/2024 12:00,17.79,8.74
13/06/2024 12:00,13/06/2024 12:30,16.38,8.11
13/06/2024 12:30,13/06/2024 13:00,16.34,8.09
13/06/2024 13:00,13/06/2024 13:30,15.50,7.72
13/06/2024 13:30,13/06/2024 14:00,14.74,7.38
13/06/2024 14:00,13/06/2024 14:30,13.78,6.95
13/06/2024 14:30,13/06/2024 15:00,13.61,6.87
13/06/2024 15:00,13/06/2024 15:30,13.27,6.72
13/06/2024 15:30,13/06/2024 16:00,14.07,7.08
13/06/2024 16:00,13/06/2024 16:30,28.14,13.07
13/06/2024 16:30,13/06/2024 17:00,29.30,13.58
13/06/2024 17:00,13/06/2024 17:30,33.39,15.42
13/06/2024 17:30,13/06/2024 18:00,33.39,15.42
13/06/2024 18:00,13/06/2024 18:30,35.72,16.46
13/06/2024 18:30,13/06/2024 19:00,34.92,16.10
13/06/2024 19:00,13/06/2024 19:30,20.18,9.81
13/06/2024 19:30,13/06/2024 20:00,18.90,9.24
13/06/2024 20:00,13/06/2024 20:30,20.33,9.88
13/06/2024 20:30,13/06/2024 21:00,17.66,8.69
13/06/2024 21:00,13/06/2024 21:30,17.24,8.50
13/06/2024 21:30,13/06/2024 22:00,15.81,7.86
13/06/2024 22:00,13/06/2024 22:30,14.47,7.26
13/06/2024 22:30,13/06/2024 23:00,9.28,4.93
13/06/2024 23:00,13/06/2024 23:30,11.76,6.04
13/06/2024 23:30,14/06/2024 00:00,8.55,4.61
14/06/2024 00:00,14/06/2024 00:30,8.19,4.45
14/06/2024 00:30,14/06/2024 01:00,8.19,4.45
14/06/2024 01:00,14/06/2024 01:30,6.72,3.79
14/06/2024 01:30,14/06/2024 02:00,7.83,4.29
14/06/2024 02:00,14/06/2024 02:30,7.77,4.26
14/06/2024 02:30,14/06/2024 03:00,7.18,3.99
14/06/2024 03:00,14/06/2024 03:30,7.50,4.14
14/06/2024 03:30,14/06/2024 04:00,7.67,4.21
14/06/2024 04:00,14/06/2024 04:30,8.22,4.46
14/06/2024 04:30,14/06/2024 05:00,8.29,4.49
14/06/2024 05:00,14/06/2024 05:30,9.24,4.92
14/06/2024 05:30,14/06/2024 06:00,10.85,5.64
14/06/2024 06:00,14/06/2024 06:30,10.78,5.61
14/06/2024 06:30,14/06/2024 07:00,18.69,9.15
14/06/2024 07:00,14/06/2024 07:30,18.27,8.96
14/06/2024 07:30,14/06/2024 08:00,19.95,9.71
14/06/2024 08:00,14/06/2024 08:30,18.27,8.96
14/06/2024 08:30,14/06/2024 09:00,18.82,9.20
14/06/2024 09:00,14/06/2024 09:30,19.32,9.43
14/06/2024 09:30,14/06/2024 10:00,18.82,9.20
14/06/2024 10:00,14/06/2024 10:30,19.28,9.41
14/06/2024 10:30,14/06/2024 11:00,18.90,9.24
14/06/2024 11:00,14/06/2024 11:30,18.90,9.24
14/06/2024 11:30,14/06/2024 12:00,18.90,9.24
14/06/2024 12:00,14/06/2024 12:30,18.48,9.05
14/06/2024 12:30,14/06/2024 13:00,17.51,8.62
14/06/2024 13:00,14/06/2024 13:30,17.01,8.39
14/06/2024 13:30,14/06/2024 14:00,15.81,7.86
14/06/2024 14:00,14/06/2024 14:30,13.65,6.89
14/06/2024 14:30,14/06/2024 15:00,13.96,7.03
14/06/2024 15:00,14/06/2024 15:30,12.39,6.33
14/06/2024 15:30,14/06/2024 16:00,13.44,6.80
14/06/2024 16:00,14/06/2024 16:30,27.22,12.65
14/06/2024 16:30,14/06/2024 17:00,29.61,13.72
14/06/2024 17:00,14/06/2024 17:30,29.82,13.82
14/06/2024 17:30,14/06/2024 18:00,31.92,14.76
14/06/2024 18:00,14/06/2024 18:30,33.60,15.51
14/06/2024 18:30,14/06/2024 19:00,33.60,15.51
14/06/2024 19:00,14/06/2024 19:30,22.30,10.76
14/06/2024 19:30,14/06/2024 20:00,22.05,10.65
14/06/2024 20:00,14/06/2024 20:30,21.08,10.22
14/06/2024 20:30,14/06/2024 21:00,21.00,10.18
14/06/2024 21:00,14/06/2024 21:30,19.95,9.71
14/06/2024 21:30,14/06/2024 22:00,18.90,9.24
14/06/2024 22:00,14/06/2024 22:30,18.05,8.86
14/06/2024 22:30,14/06/2024 23:00,16.80,8.30
14/06/2024 23:00,14/06/2024 23:30,21.95,10.60
14/06/2024 23:30,15/06/2024 00:00,20.50,9.95
15/06/2024 00:00,15/06/2024 00:30,18.86,9.22
15/06/2024 00:30,15/06/2024 01:00,17.18,8.47
15/06/2024 01:00,15/06/2024 01:30,15.58,7.75
15/06/2024 01:30,15/06/2024 02:00,15.90,7.90
15/06/2024 02:00,15/06/2024 02:30,14.99,7.49
15/06/2024 02:30,15/06/2024 03:00,13.88,6.99
15/06/2024 03:00,15/06/2024 03:30,13.44,6.80
15/06/2024 03:30,15/06/2024 04:00,12.83,6.52
15/06/2024 04:00,15/06/2024 04:30,13.96,7.03
15/06/2024 04:30,15/06/2024 05:00,13.44,6.80
15/06/2024 05:00,15/06/2024 05:30,13.44,6.80
15/06/2024 05:30,15/06/2024 06:00,13.10,6.65
15/06/2024 06:00,15/06/2024 06:30,14.07,7.08
15/06/2024 06:30,15/06/2024 07:00,16.23,8.05
15/06/2024 07:00,15/06/2024 07:30,16.17,8.02
15/06/2024 07:30,15/06/2024 08:00,17.22,8.49
15/06/2024 08:00,15/06/2024 08:30,18.87,9.23
15/06/2024 08:30,15/06/2024 09:00,19.32,9.43
15/06/2024 09:00,15/06/2024 09:30,19.95,9.71
15/06/2024 09:30,15/06/2024 10:00,19.99,9.73
15/06/2024 10:00,15/06/2024 10:30,19.82,9.65
15/06/2024 10:30,15/06/2024 11:00,19.47,9.49
15/06/2024 11:00,15/06/2024 11:30,16.80,8.30
15/06/2024 11:30,15/06/2024 12:00,16.38,8.11
15/06/2024 12:00,15/06/2024 12:30,15.75,7.83
15/06/2024 12:30,15/06/2024 13:00,14.83,7.42
15/06/2024 13:00,15/06/2024 13:30,13.65,6.89
15/06/2024 13:30,15/06/2024 14:00,12.66,6.45
15/06/2024 14:00,15/06/2024 14:30,12.18,6.23
15/06/2024 14:30,15/06/2024 15:00,11.97,6.14
15/06/2024 15:00,15/06/2024 15:30,12.60,6.42
15/06/2024 15:30,15/06/2024 16:00,12.66,6.45
15/06/2024 16:00,15/06/2024 16:30,28.56,13.25
15/06/2024 16:30,15/06/2024 17:00,30.93,14.32
15/06/2024 17:00,15/06/2024 17:30,32.59,15.06
15/06/2024 17:30,15/06/2024 18:00,34.44,15.89
15/06/2024 18:00,15/06/2024 18:30,34.06,15.72
15/06/2024 18:30,15/06/2024 19:00,34.17,15.76
15/06/2024 19:00,15/06/2024 19:30,20.33,9.88
15/06/2024 19:30,15/06/2024 20:00,20.37,9.90
15/06/2024 20:00,15/06/2024 20:30,19.24,9.39
15/06/2024 20:30,15/06/2024 21:00,18.94,9.26
15/06/2024 21:00,15/06/2024 21:30,21.00,10.18
15/06/2024 21:30,15/06/2024 22:00,18.90,9.24
15/06/2024 22:00,15/06/2024 22:30,17.39,8.56
15/06/2024 22:30,15/06/2024 23:00,14.18,7.12
15/06/2024 23:00,15/06/2024 23:30,17.75,8.72
15/06/2024 23:30,16/06/2024 00:00,17.22,8.49
16/06/2024 00:00,16/06/2024 00:30,14.28,7.17
16/06/2024 00:30,16/06/2024 01:00,10.75,5.59
16/06/2024 01:00,16/06/2024 01:30,9.03,4.82
16/06/2024 01:30,16/06/2024 02:00,11.84,6.08
16/06/2024 02:00,16/06/2024 02:30,10.08,5.29
16/06/2024 02:30,16/06/2024 03:00,6.30,3.60
16/06/2024 03:00,16/06/2024 03:30,4.47,2.78
16/06/2024 03:30,16/06/2024 04:00,4.07,2.60
16/06/2024 04:00,16/06/2024 04:30,4.20,2.66
16/06/2024 04:30,16/06/2024 05:00,2.10,1.72
16/06/2024 05:00,16/06/2024 05:30,1.68,1.53
16/06/2024 05:30,16/06/2024 06:00,1.47,1.44
16/06/2024 06:00,16/06/2024 06:30,1.87,1.62
16/06/2024 06:30,16/06/2024 07:00,2.46,1.88
16/06/2024 07:00,16/06/2024 07:30,5.04,3.04
16/06/2024 07:30,16/06/2024 08:00,9.39,4.98
16/06/2024 08:00,16/06/2024 08:30,9.45,5.01
16/06/2024 08:30,16/06/2024 09:00,10.92,5.67
16/06/2024 09:00,16/06/2024 09:30,11.13,5.76
16/06/2024 09:30,16/06/2024 10:00,12.39,6.33
16/06/2024 10:00,16/06/2024 10:30,13.86,6.98
16/06/2024 10:30,16/06/2024 11:00,13.84,6.97
16/06/2024 11:00,16/06/2024 11:30,14.51,7.28
16/06/2024 11:30,16/06/2024 12:00,14.38,7.22
16/06/2024 12:00,16/06/2024 12:30,15.54,7.74
16/06/2024 12:30,16/06/2024 13:00,14.15,7.12
16/06/2024 13:00,16/06/2024 13:30,13.02,6.61
16/06/2024 13:30,16/06/2024 14:00,11.55,5.95
16/06/2024 14:00,16/06/2024 14:30,10.71,5.57
16/06/2024 14:30,16/06/2024 15:00,11.55,5.95
16/06/2024 15:00,16/06/2024 15:30,11.55,5.95
16/06/2024 15:30,16/06/2024 16:00,13.84,6.97
16/06/2024 16:00,16/06/2024 16:30,28.58,13.26
16/06/2024 16:30,16/06/2024 17:00,30.49,14.12
16/06/2024 17:00,16/06/2024 17:30,31.23,14.45
16/06/2024 17:30,16/06/2024 18:00,32.66,15.09
16/06/2024 18:00,16/06/2024 18:30,32.30,14.93
16/06/2024 18:30,16/06/2024 19:00,32.13,14.85
16/06/2024 19:00,16/06/2024 19:30,20.31,9.87
16/06/2024 19:30,16/06/2024 20:00,20.75,10.07
16/06/2024 20:00,16/06/2024 20:30,22.50,10.85
16/06/2024 20:30,16/06/2024 21:00,20.79,10.09
16/06/2024 21:00,16/06/2024 21:30,21.21,10.27
16/06/2024 21:30,16/06/2024 22:00,20.37,9.90
16/06/2024 22:00,16/06/2024 22:30,17.95,8.82
16/06/2024 22:30,16/06/2024 23:00,16.27,8.06
16/06/2024 23:00,16/06/2024 23:30,16.72,8.26
16/06/2024 23:30,17/06/2024 00:00,16.80,8.30
17/06/2024 00:00,17/06/2024 00:30,15.20,7.59
17/06/2024 00:30,17/06/2024 01:00,14.53,7.28
17/06/2024 01:00,17/06/2024 01:30,14.24,7.15
17/06/2024 01:30,17/06/2024 02:00,14.28,7.17
17/06/2024 02:00,17/06/2024 02:30,15.12,7.55
17/06/2024 02:30,17/06/2024 03:00,14.57,7.30
17/06/2024 03:00,17/06/2024 03:30,15.54,7.74
17/06/2024 03:30,17/06/2024 04:00,14.87,7.44
17/06/2024 04:00,17/06/2024 04:30,14.91,7.45
17/06/2024 04:30,17/06/2024 05:00,14.91,7.45
17/06/2024 05:00,17/06/2024 05:30,17.64,8.68
17/06/2024 05:30,17/06/2024 06:00,18.10,8.88
17/06/2024 06:00,17/06/2024 06:30,19.95,9.71
17/06/2024 06:30,17/06/2024 07:00,21.63,10.46
17/06/2024 07:00,17/06/2024 07:30,18.48,9.05
17/06/2024 07:30,17/06/2024 08:00,22.05,10.65
17/06/2024 08:00,17/06/2024 08:30,18.56,9.09
17/06/2024 08:30,17/06/2024 09:00,18.02,8.85
17/06/2024 09:00,17/06/2024 09:30,18.21,8.93
17/06/2024 09:30,17/06/2024 10:00,17.72,8.71
17/06/2024 10:00,17/06/2024 10:30,17.22,8.49
17/06/2024 10:30,17/06/2024 11:00,15.75,7.83
17/06/2024 11:00,17/06/2024 11:30,17.64,8.68
17/06/2024 11:30,17/06/2024 12:00,17.30,8.53
17/06/2024 12:00,17/06/2024 12:30,18.69,9.15
17/06/2024 12:30,17/06/2024 13:00,18.27,8.96
17/06/2024 13:00,17/06/2024 13:30,18.06,8.86
17/06/2024 13:30,17/06/2024 14:00,16.59,8.21
17/06/2024 14:00,17/06/2024 14:30,16.72,8.26
17/06/2024 14:30,17/06/2024 15:00,16.17,8.02
17/06/2024 15:00,17/06/2024 15:30,16.40,8.12
17/06/2024 15:30,17/06/2024 16:00,16.59,8.21
17/06/2024 16:00,17/06/2024 16:30,29.48,13.67
17/06/2024 16:30,17/06/2024 17:00,31.29,14.48
17/06/2024 17:00,17/06/2024 17:30,32.47,15.00
17/06/2024 17:30,17/06/2024 18:00,33.75,15.58
17/06/2024 18:00,17/06/2024 18:30,37.38,17.20
17/06/2024 18:30,17/06/2024 19:00,37.80,17.39
17/06/2024 19:00,17/06/2024 19:30,25.28,12.10
17/06/2024 19:30,17/06/2024 20:00,25.03,11.98
17/06/2024 20:00,17/06/2024 20:30,23.60,11.35
17/06/2024 20:30,17/06/2024 21:00,23.33,11.22
17/06/2024 21:00,17/06/2024 21:30,22.05,10.65
17/06/2024 21:30,17/06/2024 22:00,21.21,10.27
17/06/2024 22:00,17/06/2024 22:30,19.26,9.40
17/06/2024 22:30,17/06/2024 23:00,18.27,8.96
17/06/2024 23:00,17/06/2024 23:30,16.76,8.28
17/06/2024 23:30,18/06/2024 00:00,16.38,8.11
18/06/2024 00:00,18/06/2024 00:30,16.04,7.96
18/06/2024 00:30,18/06/2024 01:00,15.96,7.92
18/06/2024 01:00,18/06/2024 01:30,15.22,7.60
18/06/2024 01:30,18/06/2024 02:00,15.71,7.81
18/06/2024 02:00,18/06/2024 02:30,15.75,7.83
18/06/2024 02:30,18/06/2024 03:00,15.52,7.73
18/06/2024 03:00,18/06/2024 03:30,15.67,7.79
18/06/2024 03:30,18/06/2024 04:00,15.54,7.74
18/06/2024 04:00,18/06/2024 04:30,15.79,7.85
18/06/2024 04:30,18/06/2024 05:00,15.04,7.51
18/06/2024 05:00,18/06/2024 05:30,17.11,8.44
18/06/2024 05:30,18/06/2024 06:00,16.30,8.07
18/06/2024 06:00,18/06/2024 06:30,18.48,9.05
18/06/2024 06:30,18/06/2024 07:00,20.16,9.80
18/06/2024 07:00,18/06/2024 07:30,16.53,8.18
18/06/2024 07:30,18/06/2024 08:00,20.87,10.12
18/06/2024 08:00,18/06/2024 08:30,21.63,10.46
18/06/2024 08:30,18/06/2024 09:00,21.42,10.37
18/06/2024 09:00,18/06/2024 09:30,21.11,10.23
18/06/2024 09:30,18/06/2024 10:00,20.79,10.09
18/06/2024 10:00,18/06/2024 10:30,19.78,9.63
18/06/2024 10:30,18/06/2024 11:00,19.49,9.50
18/06/2024 11:00,18/06/2024 11:30,18.91,9.24
18/06/2024 11:30,18/06/2024 12:00,18.82,9.20
18/06/2024 12:00,18/06/2024 12:30,18.48,9.05
18/06/2024 12:30,18/06/2024 13:00,17.83,8.76
18/06/2024 13:00,18/06/2024 13:30,16.51,8.17
18/06/2024 13:30,18/06/2024 14:00,15.82,7.86
18/06/2024 14:00,18/06/2024 14:30,15.41,7.68
18/06/2024 14:30,18/06/2024 15:00,15.37,7.66
18/06/2024 15:00,18/06/2024 15:30,15.33,7.64
18/06/2024 15:30,18/06/2024 16:00,15.75,7.83
18/06/2024 16:00,18/06/2024 16:30,30.51,14.13
18/06/2024 16:30,18/06/2024 17:00,32.36,14.96
18/06/2024 17:00,18/06/2024 17:30,33.62,15.52
18/06/2024 17:30,18/06/2024 18:00,35.07,16.17
18/06/2024 18:00,18/06/2024 18:30,34.92,16.10
18/06/2024 18:30,18/06/2024 19:00,35.28,16.26
18/06/2024 19:00,18/06/2024 19:30,23.18,11.16
18/06/2024 19:30,18/06/2024 20:00,23.18,11.16
18/06/2024 20:00,18/06/2024 20:30,21.13,10.24
18/06/2024 20:30,18/06/2024 21:00,20.84,10.11
18/06/2024 21:00,18/06/2024 21:30,19.05,9.31
18/06/2024 21:30,18/06/2024 22:00,18.08,8.87
18/06/2024 22:00,18/06/2024 22:30,16.91,8.35
18/06/2024 22:30,18/06/2024 23:00,15.39,7.67
18/06/2024 23:00,18/06/2024 23:30,16.48,8.16
18/06/2024 23:30,19/06/2024 00:00,17.85,8.77
19/06/2024 00:00,19/06/2024 00:30,15.83,7.87
19/06/2024 00:30,19/06/2024 01:00,15.69,7.80
19/06/2024 01:00,19/06/2024 01:30,14.91,7.45
19/06/2024 01:30,19/06/2024 02:00,15.05,7.52
19/06/2024 02:00,19/06/2024 02:30,14.66,7.34
19/06/2024 02:30,19/06/2024 03:00,14.34,7.20
19/06/2024 03:00,19/06/2024 03:30,14.30,7.18
19/06/2024 03:30,19/06/2024 04:00,14.27,7.17
19/06/2024 04:00,19/06/2024 04:30,14.28,7.17
19/06/2024 04:30,19/06/2024 05:00,13.41,6.78
19/06/2024 05:00,19/06/2024 05:30,15.69,7.80
19/06/2024 05:30,19/06/2024 06:00,15.79,7.85
19/06/2024 06:00,19/06/2024 06:30,17.85,8.77
19/06/2024 06:30,19/06/2024 07:00,18.82,9.20
19/06/2024 07:00,19/06/2024 07:30,16.91,8.35
19/06/2024 07:30,19/06/2024 08:00,20.58,9.99
19/06/2024 08:00,19/06/2024 08:30,21.84,10.56
19/06/2024 08:30,19/06/2024 09:00,21.21,10.27
19/06/2024 09:00,19/06/2024 09:30,20.54,9.97
19/06/2024 09:30,19/06/2024 10:00,19.15,9.35
19/06/2024 10:00,19/06/2024 10:30,18.82,9.20
19/06/2024 10:30,19/06/2024 11:00,18.48,9.05
19/06/2024 11:00,19/06/2024 11:30,18.27,8.96
19/06/2024 11:30,19/06/2024 12:00,17.85,8.77
19/06/2024 12:00,19/06/2024 12:30,17.54,8.63
19/06/2024 12:30,19/06/2024 13:00,16.36,8.10
19/06/2024 13:00,19/06/2024 13:30,15.33,7.64
19/06/2024 13:30,19/06/2024 14:00,14.38,7.22
19/06/2024 14:00,19/06/2024 14:30,14.28,7.17
19/06/2024 14:30,19/06/2024 15:00,13.65,6.89
19/06/2024 15:00,19/06/2024 15:30,13.65,6.89
19/06/2024 15:30,19/06/2024 16:00,14.38,7.22
19/06/2024 16:00,19/06/2024 16:30,27.72,12.88
19/06/2024 16:30,19/06/2024 17:00,29.67,13.75
19/06/2024 17:00,19/06/2024 17:30,30.16,13.97
19/06/2024 17:30,19/06/2024 18:00,31.92,14.76
19/06/2024 18:00,19/06/2024 18:30,32.97,15.23
19/06/2024 18:30,19/06/2024 19:00,33.52,15.47
19/06/2024 19:00,19/06/2024 19:30,21.42,10.37
19/06/2024 19:30,19/06/2024 20:00,21.42,10.37
19/06/2024 20:00,19/06/2024 20:30,20.83,10.10
19/06/2024 20:30,19/06/2024 21:00,20.16,9.80
19/06/2024 21:00,19/06/2024 21:30,20.20,9.82
19/06/2024 21:30,19/06/2024 22:00,17.81,8.75
19/06/2024 22:00,19/06/2024 22:30,17.45,8.59
19/06/2024 22:30,19/06/2024 23:00,15.69,7.80
19/06/2024 23:00,19/06/2024 23:30,16.11,7.99
19/06/2024 23:30,20/06/2024 00:00,15.81,7.86
20/06/2024 00:00,20/06/2024 00:30,15.54,7.74
20/06/2024 00:30,20/06/2024 01:00,14.91,7.45
20/06/2024 01:00,20/06/2024 01:30,14.18,7.12
20/06/2024 01:30,20/06/2024 02:00,14.87,7.44
20/06/2024 02:00,20/06/2024 02:30,15.22,7.60
20/06/2024 02:30,20/06/2024 03:00,15.46,7.70
20/06/2024 03:00,20/06/2024 03:30,15.46,7.70
20/06/2024 03:30,20/06/2024 04:00,15.41,7.68
20/06/2024 04:00,20/06/2024 04:30,15.94,7.91
20/06/2024 04:30,20/06/2024 05:00,15.81,7.86
20/06/2024 05:00,20/06/2024 05:30,18.98,9.28
20/06/2024 05:30,20/06/2024 06:00,19.11,9.33
20/06/2024 06:00,20/06/2024 06:30,19.11,9.33
20/06/2024 06:30,20/06/2024 07:00,19.84,9.66
20/06/2024 07:00,20/06/2024 07:30,17.81,8.75
20/06/2024 07:30,20/06/2024 08:00,21.12,10.23
20/06/2024 08:00,20/06/2024 08:30,19.87,9.67
20/06/2024 08:30,20/06/2024 09:00,18.90,9.24
20/06/2024 09:00,20/06/2024 09:30,19.30,9.42
20/06/2024 09:30,20/06/2024 10:00,17.70,8.70
20/06/2024 10:00,20/06/2024 10:30,16.48,8.16
20/06/2024 10:30,20/06/2024 11:00,15.81,7.86
20/06/2024 11:00,20/06/2024 11:30,15.90,7.90
20/06/2024 11:30,20/06/2024 12:00,15.69,7.80
20/06/2024 12:00,20/06/2024 12:30,15.22,7.60
20/06/2024 12:30,20/06/2024 13:00,14.51,7.28
20/06/2024 13:00,20/06/2024 13:30,15.12,7.55
20/06/2024 13:30,20/06/2024 14:00,14.52,7.28
20/06/2024 14:00,20/06/2024 14:30,14.68,7.35
20/06/2024 14:30,20/06/2024 15:00,14.28,7.17
20/06/2024 15:00,20/06/2024 15:30,14.28,7.17
20/06/2024 15:30,20/06/2024 16:00,15.31,7.63
20/06/2024 16:00,20/06/2024 16:30,30.45,14.10
20/06/2024 16:30,20/06/2024 17:00,31.08,14.38
20/06/2024 17:00,20/06/2024 17:30,33.13,15.30
20/06/2024 17:30,20/06/2024 18:00,34.44,15.89
20/06/2024 18:00,20/06/2024 18:30,36.71,16.90
20/06/2024 18:30,20/06/2024 19:00,37.15,17.10
20/06/2024 19:00,20/06/2024 19:30,22.83,11.00
20/06/2024 19:30,20/06/2024 20:00,22.51,10.86
20/06/2024 20:00,20/06/2024 20:30,22.68,10.93
20/06/2024 20:30,20/06/2024 21:00,22.03,10.64
20/06/2024 21:00,20/06/2024 21:30,21.13,10.24
20/06/2024 21:30,20/06/2024 22:00,19.61,9.56
20/06/2024 22:00,20/06/2024 22:30,19.91,9.69
20/06/2024 22:30,20/06/2024 23:00,17.22,8.49
20/06/2024 23:00,20/06/2024 23:30,16.59,8.21
20/06/2024 23:30,21/06/2024 00:00,18.63,9.12
21/06/2024 00:00,21/06/2024 00:30,17.89,8.79
21/06/2024 00:30,21/06/2024 01:00,17.26,8.51
21/06/2024 01:00,21/06/2024 01:30,16.57,8.20
21/06/2024 01:30,21/06/2024 02:00,17.22,8.49
21/06/2024 02:00,21/06/2024 02:30,15.31,7.63
21/06/2024 02:30,21/06/2024 03:00,14.95,7.47
21/06/2024 03:00,21/06/2024 03:30,14.80,7.41
21/06/2024 03:30,21/06/2024 04:00,14.89,7.44
21/06/2024 04:00,21/06/2024 04:30,15.18,7.58
21/06/2024 04:30,21/06/2024 05:00,14.60,7.31
21/06/2024 05:00,21/06/2024 05:30,16.34,8.09
21/06/2024 05:30,21/06/2024 06:00,16.95,8.37
21/06/2024 06:00,21/06/2024 06:30,19.59,9.55
21/06/2024 06:30,21/06/2024 07:00,21.00,10.18
21/06/2024 07:00,21/06/2024 07:30,19.82,9.65
21/06/2024 07:30,21/06/2024 08:00,21.32,10.32
21/06/2024 08:00,21/06/2024 08:30,19.82,9.65
21/06/2024 08:30,21/06/2024 09:00,19.08,9.32
